author,title,description,content,date
Sheila Scott and Ben Miljure,Climate change protesters shut down Burrard Street Bridge - CTV News,"Protesters shut down the Burrard Street Bridge to traffic Monday for an ""all day"" protest calling for action on climate change.","VANCOUVER - Protesters shut down the Burrard Street Bridge to traffic Monday for an ""all day"" protest calling for action on climate change.
The protest was organized by a group called Extinction Rebellion, which co-ordinated similar events across the country… [+4559 chars]",2019-10-07T14:38:00Z
Jeremiah Rodriguez,"Ontario, Quebec will bear brunt of stormy weather: AccuWeather winter forecast - CTV News","Ontario, Quebec will bear brunt of stormy weather: AccuWeather winter forecast CTV News Most of B.C. could be in for a drier, warmer winter this year Vancouver Is Awesome Toronto to be hit with ""several significant snowfall"" events this winter | News Daily Hi…","TORONTO -- Ontario and Quebec are expected to bear the brunt of the snowy storms this winter, with arctic blasts focused on the eastern Prairies, according to AccuWeathers forecast.
AccuWeather, a private, Philadelphia-based company, provides weather forecas… [+4112 chars]",2019-10-15T18:29:00Z
Mike Blanchfield,"Trudeau, Singh jockey for 'progressive' votes while Scheer fights in Quebec - CTV News","Trudeau, Singh jockey for 'progressive' votes while Scheer fights in Quebec CTV News The noise and the stakes Macleans.ca NDP sees support jump at expense of Liberals, Tories one week before election: poll Global News COMMENTARY: Minority governments can do s…","OTTAWA -- As Liberal Leader Justin Trudeau and New Democrat opponent Jagmeet Singh fought Tuesday for the hearts and minds of ""progressive"" voters, hope sprung eternal for Conservative Leader Andrew Scheer -- who predicted he'd win a majority government.
Sch… [+5646 chars]",2019-10-15T20:10:00Z
Mike Blanchfield,"Trudeau, Singh posture for 'progressive' votes while Scheer fights in Quebec - CTV News","Trudeau, Singh posture for 'progressive' votes while Scheer fights in Quebec CTV News Politics and 'pillow talk': On the campaign trail with Canada's political spouses CBC.ca This week’s 338Canada projection: ‘Prime Minister Andrew Scheer’? Macleans.ca Denley…","OTTAWA -- Liberal Leader Justin Trudeau and his New Democrat opponent Jagmeet Singh traded sharp criticism Tuesday in their fight for the hearts and minds of ""progressive"" voters -- or those Canadians who aren't committed to Conservatives.
Both blasted Conse… [+4064 chars]",2019-10-15T15:31:00Z
,"Trudeau, Singh battle for progressive mantle as campaign enters final week - The Globe and Mail","Trudeau, Singh battle for progressive mantle as campaign enters final week The Globe and Mail Trudeau digs for NDP, Green votes, issues dire warning about 'Conservative cuts' CBC.ca Abolishing the Senate would see Canadians better represented, NDP leader says…","NDP leader Jagmeet Singh poses for a selfie during a campaign stop in Toronto on Oct. 15, 2019. 
Nathan Denette/The Canadian Press
Party leaders entered the final week of the federal election campaign aiming to define the ballot box question to suit their m… [+4572 chars]",2019-10-15T14:43:54Z
John McPhee,Nova Scotia's top health officer not expecting unusually severe flu season - The Coastguard,Nova Scotia's top health officer not expecting unusually severe flu season The Coastguard View full coverage on Google News,"HALIFAX, N.S. — Nova Scotia’s top medical officer isn’t expecting an unusually severe flu season but he’d like to see more people get their flu shot.
There have been reports from Australia, where the flu season occurs before the northern hemisphere, that the… [+3741 chars]",2019-10-10T20:27:20Z
,Should you keep eating red meat? - Jordan Times,"By Ryan W. MillerShould you stop eating red meat for health reasons?That’s the question rocking the nutrition and scientific community after guidelines published in a peer-reviewed journal said people should continue eating red meat, running counter to what m…","By Ryan W. Miller
Should you stop eating red meat for health reasons?
Thats the question rocking the nutrition and scientific community after guidelines published in a peer-reviewed journal said people should continue eating red meat, running counter to wha… [+6114 chars]",2019-10-06T19:53:15Z
Cornelia Dean,"Victoria Braithwaite, Who Said Fish Feel Pain, Dies at 52","In two research papers and a book, Dr. Braithwaite made the case that fish react to unpleasant stimuli and argued that they be treated humanely.","One of those scientists, Robert Arlinghaus, an expert on fish and fisheries with appointments at Humboldt University and the Leibniz Institute of Freshwater Ecology and Inland Fisheries, both in Berlin, said in an email that Dr. Braithwaite was an outstanding… [+1307 chars]",2019-11-01T21:34:12Z
Chris DeVille,The Orielles – “Come Down On Jupiter” Video,"The Orielles are a sleek and psychedelic indie-pop quartet from Halifax, West Yorkshire, England. They released their debut Silver Dollar Moment in early 2018 on the venerable UK label Heavenly, and today they've announced its follow-up, due out at the end of…","The Orielles are a sleek and psychedelic indie-pop quartet from Halifax, West Yorkshire, England. They released their debut Silver Dollar Moment in early 2018 on the venerable UK label Heavenly, and today they’ve announced its follow-up, due out at the end of… [+885 chars]",2019-10-21T14:03:54Z
Jessica Carpani,"Titanic survivor's guilt over escape from the sinking ship revealed in messages set to sell for £50,000","A Titanic survivor's guilt over his escape from the sinking ship has been revealed in messages set to sell for &pound;50,000.","""He was portrayed as a villain for ordering the ship to go faster and for getting into a lifeboat and saving his own life.
""Ismay never recovered from the disaster and went into a spiral of depression from which he never recovered.
""The telegram he wrote to… [+857 chars]",2019-10-10T18:37:16Z
Lucy Wang,MacKay-Lyons Sweetapple designs holiday retreats for an island community,"Renowned for beautiful views, indigenous history and a famous golf resort, Ontario’s Bigwin Island will also soon be home to a new planned community spearheaded by MacKay-Lyons Sweetapple Architects, a Halifax-based studio that won the bid for the project wit…",,2019-10-23T18:30:40Z
Bill Desowitz,How Robert Eggers Built a 19th-Century ‘Lighthouse’ That Could Shine for 16 Miles,"A 70-foot-tall lighthouse illuminated by a Fresnel lens was built for the nightmarish, black-and-white psycho-thriller starring Willem Dafoe and Robert Pattinson.","“The Lighthouse” marks the latest attempt by director Robert Eggers (“The Witch”) to make a visually Gothic brand of silent cinema in the 21st century. It’s an isolated, maddening, black-and-white tour de force for 19th century lighthouse keepers Willem Dafoe… [+3737 chars]",2019-10-23T19:53:52Z
,UK house prices rise at slowest pace since 2013 - Halifax,"British house prices rose at the slowest pace in more than six years in September, mortgage lender Halifax said on Monday in a latest sign of how Brexit is weighing on the housing market. House prices rose 1.1% year-on-year after a 1.8% rise in August, Halifa…","LONDON (Reuters) - British house prices rose at the slowest pace in more than six years in September, mortgage lender Halifax said on Monday in a latest sign of how Brexit is weighing on the housing market.
House prices rose 1.1% year-on-year after a 1.8% ri… [+149 chars]",2019-10-07T07:53:09Z
Tanner Bowden,When Does a Tiny Tool Stop Being Useful?,"The smallest multi-tools can hang with your keys, but when does a tool become so tiny that it's no longer useful? We tested five to find out.","Remember when the modus operandi of every tech company was to make everything smaller? Apple’s recent killing off of its endling iPhone SE marked the end of that era, but while pocket space is increasingly taken up by phones, other items, including multi-tool… [+6833 chars]",2019-10-29T13:37:37Z
